property_type,sector,price,areaWithType,bedRoom,bathroom,balcony,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,furnishing_type,luxury_category,floorNum_cat
0.0,38.0,1.1,151.0,3,3,3.0,3.0,1827.75,1990.0,1294.0,0,0,0,2.0,2.0
0.0,74.0,1.6,1633.0,3,5,3.0,3.0,1950.0,1650.0,1161.0,0,1,0,2.0,2.0
1.0,29.0,31.5,727.0,7,9,4.0,0.0,1827.75,9000.0,1294.0,1,1,2,2.0,1.0
0.0,10.0,0.9,1278.0,2,2,3.0,3.0,1534.0,1650.0,1056.0,1,0,1,2.0,2.0
0.0,38.0,1.78,1800.0,4,3,3.0,3.0,2191.0,1650.0,1294.0,0,1,0,2.0,2.0
0.0,5.0,1.8,1383.0,3,3,3.0,3.0,1692.0,1650.0,1294.0,0,0,0,2.0,1.0
0.0,75.0,1.69,1650.0,3,3,4.0,1.0,1976.0,1900.0,1650.0,0,1,0,0.0,2.0
0.0,69.0,3.39,1873.0,3,4,3.0,3.0,2358.0,2100.0,2000.0,0,1,1,1.0,0.0
0.0,95.0,0.42,2245.0,2,2,2.0,3.0,850.0,1650.0,1294.0,0,0,0,1.0,1.0
0.0,5.0,1.78,1610.0,3,4,4.0,0.0,1931.0,1650.0,1294.0,0,1,0,2.0,2.0
0.0,103.0,0.25,275.0,2,2,1.0,3.0,1827.75,587.0,1294.0,0,0,0,1.0,1.0
0.0,9.0,1.25,1465.0,3,4,4.0,3.0,1760.0,1186.0,1130.0,0,1,0,0.0,2.0
0.0,12.0,1.26,1566.0,3,2,3.0,3.0,1880.0,1650.0,1294.0,0,0,0,2.0,2.0
0.0,55.0,1.59,176.0,3,3,4.0,0.0,1827.75,2250.0,1294.0,1,0,1,2.0,1.0
0.0,89.0,1.8,1581.0,3,4,3.0,3.0,1900.0,1650.0,1244.33,1,1,1,0.0,2.0
1.0,20.0,6.46,904.0,5,5,2.0,0.0,1827.75,380.0,300.0,1,1,1,1.0,1.0
0.0,83.0,1.3,1237.0,2,2,2.0,3.0,1470.0,1650.0,1294.0,1,0,1,2.0,2.0
0.0,90.0,1.5,1690.0,3,3,3.0,1.0,2000.0,1650.0,1700.0,0,1,0,2.0,1.0
1.0,8.0,1.2,1005.0,4,4,1.0,0.0,1827.75,900.0,1294.0,0,0,0,1.0,1.0
0.0,66.0,2.2,1079.0,2,3,4.0,4.0,1258.0,1650.0,770.0,0,0,0,2.0,2.0
0.0,70.0,0.6,2229.0,2,2,2.0,1.0,700.0,1650.0,1294.0,0,0,0,1.0,0.0
0.0,59.0,3.8,1792.0,3,4,1.0,0.0,2164.0,1700.0,1600.0,0,1,1,0.0,0.0
0.0,74.0,0.99,1293.0,3,4,2.0,4.0,1565.0,1650.0,1294.0,0,0,0,1.0,0.0
0.0,83.0,1.3,1327.0,3,3,2.0,3.0,1620.0,1650.0,867.24,1,0,0,0.0,2.0
0.0,52.0,0.71,713.0,2,2,1.0,3.0,1827.75,1650.0,906.0,0,0,0,1.0,2.0
0.0,38.0,1.0,1475.0,3,3,4.0,0.0,1770.0,1650.0,1294.0,0,0,0,1.0,0.0
0.0,63.0,1.6,369.0,2,2,2.0,1.0,1827.75,1650.0,1150.0,1,0,0,1.0,2.0
0.0,94.0,1.29,1330.0,3,3,3.0,1.0,1629.0,1650.0,1628.0,1,0,0,2.0,2.0
0.0,71.0,1.0,373.0,2,2,2.0,1.0,1827.75,1650.0,1180.0,0,0,0,2.0,0.0
1.0,84.0,0.82,704.0,2,4,0.0,3.0,1827.75,1650.0,802.0,0,0,0,1.0,1.0
0.0,7.0,2.45,1933.0,3,4,4.0,3.0,2450.0,1650.0,1840.0,0,1,1,2.0,0.0
0.0,89.0,1.76,1576.0,3,3,3.0,3.0,1900.0,1500.0,1240.0,0,1,1,0.0,2.0
0.0,79.0,1.6,1199.0,2,2,2.0,1.0,1406.0,1650.0,1294.0,0,0,0,1.0,0.0
0.0,12.0,0.79,1233.0,3,2,2.0,3.0,1457.0,1650.0,996.0,0,0,1,1.0,1.0
0.0,92.0,1.3,2022.0,4,6,2.0,1.0,2786.0,1650.0,1294.0,0,1,0,2.0,0.0
0.0,79.0,2.25,1682.0,3,3,3.0,3.0,2000.0,1900.0,1800.0,1,0,0,0.0,2.0
0.0,103.0,0.65,326.0,2,2,3.0,1.0,1827.75,822.0,520.0,0,0,0,2.0,1.0
0.0,86.0,0.75,388.0,2,2,2.0,0.0,1827.75,1650.0,1257.0,0,0,0,1.0,2.0
0.0,72.0,3.1,2086.0,4,6,4.0,3.0,3156.0,1650.0,2500.0,0,1,0,0.0,0.0
0.0,77.0,4.1,1950.0,3,3,3.0,0.0,2550.0,1650.0,1294.0,0,1,0,1.0,2.0
0.0,5.0,1.98,491.0,3,3,4.0,3.0,1827.75,1650.0,2000.0,0,1,1,2.0,2.0
0.0,67.0,2.44,1532.0,3,3,2.0,4.0,1828.0,1650.0,1294.0,0,0,0,1.0,2.0
0.0,18.0,0.72,723.0,2,2,1.0,3.0,1827.75,1650.0,990.0,0,0,1,1.0,1.0
0.0,68.0,2.99,1678.0,3,3,3.0,3.0,2000.0,1800.0,1500.0,0,1,1,1.0,2.0
0.0,38.0,1.49,1534.0,3,3,3.0,3.0,1832.0,1650.0,1580.0,0,0,0,1.0,0.0
0.0,72.0,2.6,1897.0,4,4,4.0,0.0,2400.0,1650.0,1294.0,0,1,0,1.0,2.0
0.0,67.0,2.0,451.0,3,3,3.0,3.0,1827.75,1650.0,1650.0,0,1,1,2.0,1.0
1.0,53.0,5.5,867.0,9,9,4.0,0.0,1827.75,300.0,1294.0,0,1,1,1.0,1.0
0.0,37.0,0.4,657.0,2,2,2.0,1.0,1827.75,1650.0,600.0,0,0,0,1.0,2.0
0.0,97.0,0.92,484.0,3,3,2.0,3.0,1827.75,1650.0,1950.0,1,0,1,1.0,2.0
0.0,1.0,1.53,419.0,3,3,3.0,1.0,1827.75,1650.0,1430.0,0,0,1,2.0,1.0
0.0,9.0,0.88,1182.0,2,2,4.0,3.0,1385.0,1120.0,1040.0,0,0,0,1.0,1.0
0.0,5.0,1.9,2007.0,3,3,4.0,3.0,2727.0,2500.0,2250.0,0,1,0,0.0,1.0
1.0,46.0,5.65,843.0,8,6,4.0,0.0,1827.75,2367.0,1294.0,0,1,1,2.0,1.0
0.0,100.0,0.4,309.0,2,2,0.0,3.0,1827.75,730.0,1294.0,0,0,0,1.0,1.0
1.0,27.0,5.25,780.0,4,4,4.0,3.0,1827.75,160.0,150.0,0,1,1,2.0,1.0
0.0,69.0,3.05,1892.0,3,4,2.0,3.0,2385.0,2200.0,1875.0,1,1,1,0.0,0.0
0.0,79.0,1.6,1379.0,2,2,2.0,3.0,1682.0,1650.0,1345.0,0,0,1,0.0,0.0
1.0,55.0,3.51,872.0,4,4,3.0,1.0,1827.75,2844.0,1294.0,0,1,0,2.0,2.0
1.0,4.0,3.6,809.0,3,4,3.0,0.0,1827.75,1836.0,1294.0,0,0,1,1.0,1.0
0.0,83.0,1.1,2248.0,2,2,3.0,1.0,89.0,1650.0,1294.0,0,0,0,2.0,2.0
0.0,10.0,1.02,1276.0,2,2,3.0,3.0,1534.0,1650.0,1294.0,1,0,0,2.0,2.0
0.0,86.0,0.95,1150.0,2,2,2.0,3.0,1360.0,1260.0,894.0,0,0,1,0.0,0.0
0.0,103.0,0.55,705.0,2,2,3.0,3.0,1827.75,1650.0,822.0,0,0,0,2.0,1.0
0.0,95.0,1.25,1206.0,3,3,3.0,4.0,1423.0,1650.0,1294.0,0,0,0,1.0,1.0
1.0,41.0,0.92,980.0,1,4,3.0,0.0,1827.75,603.0,1294.0,0,0,0,1.0,2.0
0.0,97.0,0.65,1138.0,2,2,3.0,3.0,1350.0,1650.0,1294.0,1,0,0,2.0,1.0
0.0,55.0,1.5,1544.0,3,3,4.0,0.0,1850.0,1700.0,1550.0,0,0,1,2.0,2.0
0.0,103.0,0.22,685.0,1,1,1.0,1.0,1827.75,1650.0,700.0,0,0,0,2.0,1.0
0.0,7.0,0.82,699.0,2,2,3.0,3.0,1827.75,1650.0,77.31,1,0,0,2.0,0.0
0.0,12.0,2.95,222.0,4,4,4.0,3.0,1827.75,3150.0,2850.0,0,1,1,0.0,2.0
0.0,92.0,0.87,1148.0,2,2,1.0,1.0,1360.0,1650.0,1294.0,0,0,1,1.0,0.0
0.0,67.0,2.3,451.0,3,4,3.0,3.0,1827.75,1650.0,1650.0,1,1,2,0.0,1.0
0.0,67.0,2.33,1083.0,2,2,3.0,4.0,1261.0,1650.0,1294.0,0,0,1,1.0,0.0
0.0,12.0,1.75,1776.0,3,4,4.0,3.0,2150.0,1650.0,1294.0,0,1,0,2.0,2.0
0.0,5.0,1.39,1348.0,3,3,3.0,3.0,1650.0,1650.0,1294.0,0,1,1,1.0,2.0
0.0,1.0,0.38,2213.0,1,1,1.0,0.0,624.0,1650.0,1294.0,0,0,0,1.0,0.0
0.0,103.0,0.78,377.0,3,3,3.0,3.0,1827.75,1650.0,1210.0,0,0,0,2.0,1.0
0.0,65.0,2.2,1399.0,3,4,4.0,0.0,1717.0,1650.0,1294.0,1,0,1,2.0,2.0
0.0,35.0,1.67,453.0,3,2,2.0,4.0,1827.75,1650.0,1671.0,0,0,0,2.0,0.0
1.0,31.0,12.0,872.0,4,5,4.0,3.0,1827.75,2844.0,1294.0,0,1,1,2.0,2.0
0.0,36.0,0.45,2169.0,1,1,1.0,3.0,500.0,1650.0,1294.0,0,0,0,1.0,2.0
0.0,51.0,2.35,1725.0,3,3,3.0,0.0,2069.0,1900.0,1800.0,0,0,1,1.0,2.0
0.0,48.0,2.0,1761.0,3,3,0.0,3.0,2125.0,1650.0,1294.0,0,1,0,2.0,0.0
0.0,1.0,1.5,473.0,4,4,4.0,2.0,1827.75,1650.0,1812.0,1,1,0,2.0,2.0
0.0,28.0,3.7,503.0,4,4,3.0,2.0,1827.75,1650.0,2100.0,0,1,1,1.0,0.0
0.0,17.0,1.9,1311.0,3,2,2.0,3.0,1579.0,1650.0,1027.0,0,0,1,0.0,2.0
0.0,10.0,0.49,2206.0,2,2,1.0,3.0,602.0,598.0,1294.0,0,0,2,1.0,2.0
0.0,1.0,1.45,71.0,3,3,3.0,4.0,1827.75,1430.0,760.0,0,0,0,1.0,2.0
0.0,72.0,1.43,1318.0,3,3,2.0,3.0,1608.0,1650.0,1039.0,0,0,0,2.0,1.0
0.0,83.0,1.4,429.0,3,3,3.0,1.0,1827.75,1650.0,1490.0,0,0,1,2.0,1.0
0.0,1.0,5.25,2194.0,4,5,4.0,1.0,5800.0,1650.0,1294.0,1,1,0,1.0,1.0
0.0,72.0,1.9,1697.0,4,4,2.0,3.0,2010.0,1650.0,1294.0,0,0,0,1.0,1.0
0.0,7.0,1.75,1845.0,3,4,4.0,3.0,2290.0,1650.0,1800.0,1,1,1,1.0,0.0
1.0,35.0,1.15,793.0,2,2,3.0,3.0,1827.75,1400.0,1230.0,1,0,1,2.0,1.0
0.0,37.0,0.67,1055.0,2,2,2.0,3.0,1200.0,1650.0,1294.0,0,0,0,1.0,1.0
0.0,101.0,0.2,581.0,1,1,1.0,3.0,1827.75,1650.0,366.080239,0,0,0,2.0,1.0
0.0,72.0,1.68,1371.0,3,3,2.0,3.0,1668.0,1650.0,1294.0,0,0,0,0.0,1.0
1.0,28.0,6.3,806.0,4,4,4.0,2.0,1827.75,1800.0,1294.0,0,1,0,2.0,1.0
0.0,72.0,0.9,1255.0,3,2,4.0,3.0,1500.0,1326.0,1050.0,0,0,1,2.0,1.0
0.0,103.0,0.26,606.0,2,2,1.0,3.0,1827.75,1650.0,481.792164,0,0,0,1.0,1.0
0.0,70.0,1.6,1410.0,3,3,2.0,1.0,1727.0,1650.0,1017.0,0,0,1,2.0,1.0
0.0,15.0,2.35,103.0,3,3,4.0,4.0,1827.75,1615.0,1294.0,0,0,0,1.0,2.0
0.0,12.0,1.45,1779.0,3,4,4.0,3.0,2150.0,1797.0,1660.0,0,1,0,2.0,2.0
1.0,41.0,2.35,771.0,4,4,2.0,2.0,1827.75,1440.0,1294.0,0,0,0,1.0,1.0
0.0,95.0,1.2,65.0,3,3,2.0,1.0,1827.75,1423.0,1294.0,1,0,0,1.0,1.0
1.0,45.0,16.0,931.0,6,7,4.0,3.0,1827.75,4500.0,1294.0,1,1,1,2.0,1.0
0.0,102.0,0.3,597.0,2,1,0.0,3.0,1827.75,1650.0,450.0,0,0,0,1.0,0.0
0.0,89.0,1.3,2041.0,3,3,1.0,3.0,2860.0,1650.0,1294.0,0,0,1,2.0,2.0
0.0,102.0,0.4,2251.0,2,2,2.0,1.0,900.0,1650.0,587.0,0,0,0,2.0,2.0
0.0,16.0,0.7,84.0,2,2,2.0,3.0,1827.75,1498.0,1294.0,0,0,0,2.0,2.0
1.0,32.0,0.55,316.0,1,1,0.0,3.0,1827.75,750.0,1294.0,0,0,0,1.0,1.0
1.0,73.0,2.0,771.0,2,2,2.0,2.0,1827.75,1440.0,1294.0,0,0,0,1.0,1.0
1.0,41.0,0.8,989.0,2,3,1.0,0.0,1827.75,675.0,1294.0,0,0,0,1.0,1.0
0.0,23.0,0.2,613.0,1,1,1.0,0.0,1827.75,1650.0,500.0,0,0,0,1.0,1.0
1.0,12.0,6.0,984.0,4,5,3.0,0.0,1827.75,6228.0,1294.0,0,0,0,2.0,1.0
0.0,91.0,0.88,1245.0,3,3,1.0,3.0,1485.0,1650.0,1294.0,0,0,0,2.0,1.0
0.0,5.0,1.4,1357.0,3,3,3.0,3.0,1650.0,1650.0,1022.58,0,1,0,2.0,2.0
0.0,11.0,3.35,1729.0,3,4,2.0,1.0,2072.9,1650.0,1294.0,0,0,0,2.0,0.0
0.0,5.0,1.76,1383.0,3,3,3.0,3.0,1692.0,1650.0,1294.0,0,0,0,2.0,1.0
0.0,102.0,0.85,1077.0,2,2,2.0,1.0,1252.0,1650.0,1294.0,0,0,0,1.0,1.0
0.0,41.0,0.42,694.0,2,2,1.0,3.0,1827.75,1650.0,750.0,0,0,1,1.0,1.0
1.0,73.0,1.55,743.0,2,2,2.0,0.0,1827.75,1080.0,1294.0,0,0,1,2.0,1.0
0.0,92.0,0.78,1148.0,2,2,1.0,1.0,1360.0,1650.0,1294.0,0,0,0,2.0,2.0
0.0,35.0,1.1,36.0,2,2,2.0,3.0,1827.75,1275.0,795.0,0,0,0,1.0,2.0
0.0,72.0,1.42,1301.0,3,3,2.0,3.0,1578.0,1650.0,1294.0,0,0,1,2.0,2.0
0.0,11.0,0.7,1262.0,2,2,2.0,0.0,1505.0,1650.0,1294.0,0,0,0,2.0,0.0
0.0,39.0,2.1,460.0,4,4,4.0,2.0,1827.75,1650.0,1759.0,0,0,2,1.0,2.0
1.0,51.0,7.5,829.0,3,3,2.0,0.0,1827.75,241.0,240.0,0,1,1,2.0,1.0
0.0,99.0,0.95,1685.0,4,3,2.0,1.0,2000.0,1983.0,1900.0,0,0,0,1.0,0.0
0.0,35.0,3.25,594.0,4,4,4.0,2.0,1827.75,1650.0,4328.0,0,1,1,2.0,0.0
0.0,57.0,1.7,171.0,3,3,3.0,0.0,1827.75,2200.0,1610.0,1,0,0,1.0,2.0
0.0,94.0,1.19,1329.0,2,2,3.0,3.0,1628.0,1650.0,1171.0,1,0,1,0.0,0.0
1.0,26.0,1.2,815.0,3,2,2.0,1.0,1827.75,1500.0,1294.0,0,0,1,2.0,1.0
0.0,5.0,1.4,1136.0,2,2,2.0,1.0,1349.0,1650.0,1000.0,0,0,1,1.0,0.0
0.0,48.0,1.76,1481.0,3,3,4.0,0.0,1776.0,1576.0,1476.0,0,1,1,0.0,2.0
0.0,92.0,1.45,81.0,3,2,3.0,3.0,1827.75,1480.0,1050.0,0,0,2,2.0,2.0
0.0,72.0,1.4,1301.0,3,3,2.0,3.0,1578.0,1650.0,1294.0,0,0,0,2.0,2.0
0.0,64.0,7.15,2150.0,4,5,4.0,3.0,4337.0,1650.0,1294.0,1,1,1,0.0,2.0
0.0,69.0,2.72,1862.0,4,4,4.0,3.0,2350.0,2250.0,2001.0,0,1,1,2.0,1.0
0.0,100.0,0.4,630.0,2,2,2.0,1.0,1827.75,1650.0,543.57695,0,0,0,1.0,0.0
0.0,75.0,1.1,1223.0,2,2,4.0,1.0,1450.0,1650.0,1294.0,0,0,0,2.0,2.0
0.0,75.0,1.34,1113.0,2,2,4.0,1.0,1304.0,1650.0,1294.0,0,0,1,2.0,0.0
0.0,103.0,0.95,1231.0,2,2,4.0,4.0,1457.0,1050.0,849.0,1,0,0,2.0,2.0
1.0,48.0,19.5,1012.0,5,6,3.0,0.0,1827.75,8775.0,1294.0,1,1,1,2.0,1.0
0.0,16.0,5.6,2167.0,4,6,4.0,0.0,4857.0,3662.34,1294.0,0,1,1,0.0,0.0
0.0,98.0,0.96,1197.0,2,2,4.0,0.0,1404.0,1650.0,1294.0,0,0,0,2.0,2.0
0.0,86.0,2.34,1737.0,3,4,4.0,3.0,2092.0,1760.0,1670.0,0,1,2,0.0,0.0
0.0,44.0,3.25,2093.0,4,4,4.0,0.0,3200.0,1650.0,3000.0,0,0,1,2.0,0.0
0.0,81.0,1.25,1226.0,3,4,3.0,3.0,1450.0,1650.0,1177.0,1,1,0,1.0,1.0
0.0,63.0,1.47,376.0,2,2,2.0,4.0,1827.75,1650.0,1200.0,1,0,0,2.0,1.0
1.0,36.0,0.75,8.0,3,1,0.0,3.0,1827.75,1081.0,1294.0,0,0,0,1.0,1.0
1.0,31.0,10.5,892.0,5,6,4.0,1.0,1827.75,3240.0,1294.0,1,1,1,0.0,1.0
0.0,23.0,0.98,1293.0,2,2,3.0,0.0,1565.0,1650.0,1294.0,1,0,0,2.0,0.0
0.0,72.0,1.66,1333.0,3,3,2.0,3.0,1638.0,1650.0,1294.0,0,0,0,0.0,1.0
0.0,57.0,0.52,2176.0,1,1,1.0,2.0,525.0,1650.0,1294.0,0,0,0,1.0,1.0
0.0,103.0,0.66,1087.0,2,2,3.0,3.0,1264.0,1650.0,730.0,0,0,0,1.0,0.0
1.0,18.0,0.7,787.0,4,4,1.0,0.0,1827.75,1700.0,1294.0,0,0,0,1.0,1.0
1.0,23.0,9.0,942.0,5,5,2.0,2.0,1827.75,4680.0,1294.0,1,1,2,2.0,1.0
0.0,91.0,1.2,1343.0,2,2,4.0,3.0,1640.0,1650.0,1148.0,0,0,0,0.0,1.0
0.0,36.0,0.36,2136.0,1,1,1.0,3.0,406.0,1650.0,402.0,0,0,0,2.0,2.0
1.0,50.0,3.5,813.0,6,5,2.0,2.0,1827.75,2250.0,1294.0,1,1,2,0.0,1.0
0.0,69.0,2.35,1611.0,3,4,4.0,0.0,1935.0,1650.0,1294.0,0,1,1,0.0,0.0
0.0,75.0,1.51,1646.0,3,3,3.0,3.0,1976.0,1650.0,1294.0,0,1,0,1.0,2.0
0.0,89.0,0.85,1068.0,2,2,2.0,0.0,1245.0,1100.0,950.0,0,0,1,2.0,0.0
0.0,91.0,1.05,346.0,2,2,1.0,4.0,1827.75,97.0,92.0,0,0,0,1.0,0.0
0.0,77.0,1.9,1641.0,3,3,3.0,0.0,1975.0,1650.0,1294.0,0,1,1,1.0,2.0
1.0,28.0,6.25,806.0,5,5,3.0,0.0,1827.75,1800.0,1294.0,0,1,1,2.0,1.0
0.0,95.0,1.32,702.0,3,3,3.0,4.0,1827.75,1650.0,780.0,0,0,0,1.0,1.0
0.0,9.0,0.88,1185.0,2,2,4.0,3.0,1385.0,940.0,845.0,0,0,0,1.0,1.0
0.0,6.0,0.3,580.0,1,2,2.0,1.0,1827.75,1650.0,361.882318,0,0,0,1.0,2.0
0.0,38.0,1.5,1269.0,3,2,4.0,3.0,1520.0,1650.0,1294.0,0,0,0,1.0,0.0
0.0,12.0,1.75,1440.0,3,3,3.0,3.0,1745.0,1550.0,1250.0,0,0,1,1.0,2.0
0.0,37.0,0.9,74.0,3,3,3.0,3.0,1827.75,1435.0,1100.0,0,0,0,2.0,2.0
0.0,69.0,3.0,1720.0,3,3,4.0,3.0,2047.0,1900.0,1800.0,0,0,1,0.0,2.0
0.0,103.0,0.28,2220.0,2,2,2.0,1.0,650.0,1650.0,1294.0,0,0,0,1.0,0.0
0.0,103.0,0.56,705.0,2,2,3.0,1.0,1827.75,1650.0,822.0,0,0,0,2.0,1.0
1.0,18.0,3.71,814.0,3,3,1.0,0.0,1827.75,1872.0,1294.0,0,0,0,1.0,2.0
0.0,17.0,2.85,1821.0,3,3,4.0,1.0,2217.0,1650.0,1294.0,0,1,0,2.0,2.0
0.0,37.0,1.25,1420.0,3,3,3.0,3.0,1735.0,1650.0,1400.0,1,0,0,1.0,1.0
0.0,7.0,2.0,1843.0,3,4,4.0,3.0,2290.0,1650.0,1294.0,0,1,0,2.0,2.0
0.0,10.0,0.35,633.0,2,2,2.0,3.0,1827.75,1650.0,547.0,0,0,0,1.0,2.0
0.0,12.0,2.15,1742.0,3,4,3.0,3.0,2095.0,1650.0,1294.0,0,1,0,2.0,2.0
0.0,81.0,1.64,1624.0,4,3,3.0,3.0,1950.0,1650.0,1294.0,0,1,0,2.0,2.0
1.0,41.0,0.85,18.0,3,3,0.0,3.0,1827.75,1130.0,1294.0,0,0,0,1.0,1.0
0.0,47.0,2.4,527.0,3,3,0.0,0.0,1827.75,1650.0,2400.0,0,0,1,1.0,1.0
1.0,19.0,4.5,951.0,4,5,2.0,2.0,1827.75,4950.0,1294.0,0,0,0,1.0,1.0
0.0,101.0,0.43,1159.0,2,2,2.0,3.0,1364.0,1300.0,1020.0,0,0,0,2.0,2.0
0.0,5.0,1.38,1357.0,3,3,3.0,3.0,1650.0,1650.0,1022.58,0,1,1,2.0,2.0
1.0,28.0,15.5,937.0,5,6,4.0,0.0,1827.75,4518.0,1294.0,1,1,0,2.0,1.0
0.0,76.0,1.35,1861.0,4,4,3.0,0.0,2350.0,1650.0,1294.0,0,1,0,1.0,2.0
0.0,67.0,3.0,1641.0,4,4,4.0,3.0,1975.0,1650.0,1294.0,0,1,0,2.0,1.0
0.0,103.0,0.32,638.0,2,2,2.0,3.0,1827.75,1650.0,554.0,0,0,1,1.0,0.0
0.0,10.0,0.75,1165.0,2,2,4.0,3.0,1366.0,1650.0,1050.0,0,0,0,0.0,0.0
0.0,10.0,0.36,2179.0,2,2,1.0,3.0,548.0,1650.0,1294.0,0,0,0,1.0,2.0
0.0,95.0,1.0,361.0,2,2,2.0,1.0,1827.75,1650.0,1103.0,1,0,0,1.0,1.0
0.0,103.0,0.35,294.0,2,2,2.0,1.0,1827.75,658.0,554.17,0,0,0,1.0,0.0
0.0,48.0,4.3,565.0,4,5,4.0,1.0,1827.75,1650.0,3100.0,1,1,0,2.0,2.0
0.0,70.0,1.7,1410.0,3,3,2.0,1.0,1727.0,1650.0,1017.0,0,1,1,1.0,2.0
0.0,72.0,1.36,1281.0,3,3,1.0,3.0,1538.0,1650.0,1294.0,0,0,0,2.0,0.0
1.0,57.0,3.4,786.0,6,6,4.0,0.0,1827.75,1530.0,1294.0,0,0,1,1.0,1.0
1.0,69.0,3.0,536.0,4,4,0.0,3.0,1827.75,1650.0,2520.0,0,0,0,1.0,1.0
1.0,44.0,14.0,908.0,9,9,4.0,0.0,1827.75,3510.0,1294.0,0,1,0,1.0,2.0
0.0,11.0,3.95,1859.0,3,5,2.0,1.0,2343.0,1650.0,1512.05,0,1,0,2.0,0.0
1.0,55.0,5.7,201.0,4,4,0.0,3.0,1827.75,270.0,1294.0,0,0,0,1.0,1.0
0.0,97.0,1.65,2006.0,4,4,4.0,0.0,2727.0,1650.0,1294.0,0,0,0,2.0,2.0
0.0,23.0,0.95,399.0,2,3,2.0,2.0,1827.75,1650.0,1300.0,1,0,1,1.0,1.0
0.0,97.0,1.25,1607.0,3,3,4.0,3.0,1930.0,1929.0,1928.0,0,1,0,2.0,2.0
0.0,14.0,3.79,2129.0,5,5,3.0,3.0,3830.0,1650.0,1294.0,0,1,0,2.0,2.0
1.0,14.0,0.34,851.0,2,2,2.0,0.0,1827.75,270.0,1294.0,0,0,0,1.0,1.0
1.0,27.0,3.5,743.0,2,4,3.0,2.0,1827.75,1080.0,1294.0,0,0,0,1.0,1.0
0.0,5.0,1.75,1549.0,3,3,3.0,3.0,1852.0,1650.0,1128.0,1,1,0,1.0,2.0
1.0,75.0,0.9,375.0,2,2,4.0,1.0,1827.75,1650.0,1187.0,0,1,0,0.0,1.0
0.0,63.0,1.58,369.0,2,2,2.0,1.0,1827.75,1650.0,1150.0,1,0,0,1.0,1.0
0.0,38.0,0.8,1177.0,2,2,3.0,3.0,1380.0,1300.0,1200.0,0,0,0,2.0,1.0
0.0,99.0,0.5,2219.0,3,3,1.0,3.0,640.0,1650.0,1294.0,0,0,0,1.0,1.0
1.0,48.0,5.5,842.0,4,4,2.0,3.0,1827.75,2340.0,1294.0,0,1,1,1.0,1.0
0.0,15.0,0.36,591.0,1,1,1.0,3.0,1827.75,1650.0,405.0,0,0,0,1.0,2.0
0.0,72.0,2.0,1734.0,4,4,2.0,3.0,2087.0,1650.0,1294.0,0,0,0,0.0,1.0
1.0,69.0,8.0,910.0,6,7,4.0,0.0,1827.75,3600.0,1294.0,1,1,1,0.0,1.0
0.0,47.0,2.45,516.0,3,4,2.0,2.0,1827.75,1650.0,2290.0,1,0,1,1.0,1.0
0.0,72.0,2.05,1734.0,4,4,2.0,3.0,2087.0,1650.0,1294.0,0,0,0,0.0,1.0
0.0,7.0,4.45,672.0,4,5,4.0,3.0,1827.75,1650.0,6500.0,0,0,0,2.0,0.0
0.0,5.0,1.42,58.0,2,2,3.0,3.0,1827.75,1368.0,1294.0,0,0,0,1.0,0.0
0.0,17.0,2.4,1824.0,3,4,4.0,3.0,2217.0,1940.0,1730.0,0,1,0,1.0,2.0
1.0,24.0,0.6,733.0,3,3,2.0,2.0,1827.75,972.0,1294.0,0,0,0,1.0,1.0
1.0,29.0,17.0,937.0,5,5,4.0,3.0,1827.75,4518.0,1294.0,1,1,1,2.0,1.0
0.0,11.0,2.5,1398.0,3,3,2.0,1.0,1711.0,1480.0,1111.44,0,0,0,0.0,0.0
0.0,53.0,1.5,1334.0,4,4,3.0,2.0,1640.0,1650.0,1294.0,0,0,0,2.0,1.0
0.0,82.0,1.15,1795.0,3,3,3.0,0.0,2176.0,1650.0,1294.0,0,1,0,1.0,2.0
0.0,10.0,0.28,610.0,2,2,2.0,3.0,1827.75,1650.0,489.0,0,0,0,1.0,1.0
0.0,36.0,0.85,694.0,3,2,3.0,1.0,1827.75,1650.0,750.0,0,0,0,1.0,1.0
0.0,86.0,3.45,2023.0,4,4,4.0,0.0,2792.0,1650.0,1294.0,0,1,0,2.0,0.0
0.0,77.0,4.25,2099.0,4,4,4.0,3.0,3250.0,1650.0,1294.0,0,1,1,0.0,1.0
0.0,95.0,1.2,68.0,3,3,2.0,3.0,1827.75,1423.0,920.0,0,0,0,1.0,1.0
0.0,6.0,0.5,2243.0,2,2,2.0,3.0,800.0,1650.0,605.0,0,0,0,1.0,2.0
0.0,94.0,1.45,1323.0,2,2,4.0,3.0,161.0,1650.0,108.4,1,0,2,2.0,2.0
0.0,68.0,2.8,1631.0,3,3,2.0,1.0,1950.0,1920.0,1600.0,1,1,2,2.0,0.0
1.0,26.0,2.8,792.0,5,5,4.0,2.0,1827.75,160.0,150.0,0,0,1,2.0,1.0
1.0,12.0,6.75,984.0,4,4,4.0,1.0,1827.75,6228.0,1294.0,0,1,0,2.0,1.0
1.0,73.0,1.15,761.0,5,3,2.0,2.0,1827.75,1350.0,1294.0,0,0,0,1.0,1.0
0.0,101.0,0.45,616.0,2,2,2.0,1.0,1827.75,1650.0,514.0,0,0,0,1.0,0.0
0.0,98.0,1.75,1883.0,4,4,4.0,3.0,2364.0,1650.0,1294.0,0,1,0,2.0,2.0
