property_type,sector,price,areaWithType,bedRoom,bathroom,balcony,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,furnishing_type,luxury_category,floorNum_cat
0.0,51.0,3.0,1975.0,3,3,4.0,2.0,2605.0,1650.0,1294.0,0,1,1,2.0,0.0
0.0,102.0,0.32,2191.0,2,2,1.0,1.0,575.0,1650.0,570.17,0,0,0,1.0,1.0
0.0,102.0,1.56,1668.0,3,5,3.0,1.0,1997.0,1650.0,1294.0,0,1,0,1.0,2.0
0.0,83.0,2.5,174.0,3,3,4.0,3.0,1827.75,2244.0,1800.0,0,0,0,1.0,2.0
0.0,14.0,0.22,2202.0,2,1,1.0,3.0,600.0,1650.0,1294.0,0,0,0,1.0,1.0
0.0,103.0,0.3,667.0,2,2,2.0,3.0,1827.75,1650.0,640.0,0,0,0,1.0,2.0
0.0,95.0,1.25,1206.0,3,3,3.0,1.0,1423.0,1650.0,1294.0,1,0,0,2.0,1.0
1.0,29.0,13.5,937.0,5,5,3.0,2.0,1827.75,4518.0,1294.0,1,1,1,2.0,1.0
1.0,98.0,2.5,879.0,4,4,4.0,0.0,1827.75,3400.0,1294.0,1,1,1,2.0,1.0
1.0,44.0,6.5,818.0,5,4,4.0,0.0,1827.75,215.0,1294.0,0,1,1,2.0,1.0
0.0,44.0,2.35,1362.0,3,3,2.0,2.0,1650.0,1650.0,1405.0,0,0,1,2.0,1.0
0.0,54.0,5.0,558.0,3,4,3.0,2.0,1827.75,1650.0,2900.0,0,1,1,1.0,2.0
0.0,17.0,2.35,1827.0,3,3,3.0,1.0,2217.0,2210.0,1720.0,0,1,0,0.0,0.0
1.0,73.0,0.9,726.0,2,4,3.0,2.0,1827.75,900.0,1294.0,0,1,1,1.0,1.0
0.0,89.0,1.35,1403.0,3,3,3.0,3.0,1720.0,1650.0,1095.3,0,1,0,1.0,2.0
0.0,74.0,1.8,1633.0,3,4,3.0,1.0,1950.0,1650.0,1161.0,0,1,0,1.0,1.0
0.0,5.0,2.15,1771.0,3,4,3.0,3.0,2149.0,1650.0,1294.0,1,1,0,2.0,0.0
0.0,44.0,5.8,206.0,4,4,4.0,3.0,1827.75,2801.0,1294.0,0,0,0,1.0,0.0
1.0,58.0,4.7,826.0,3,3,2.0,2.0,1827.75,2160.0,1294.0,0,1,0,1.0,1.0
0.0,71.0,0.9,373.0,2,2,2.0,1.0,1827.75,1650.0,1180.0,0,0,0,1.0,1.0
0.0,7.0,0.4,2188.0,2,2,1.0,3.0,568.46,1650.0,1294.0,0,0,0,2.0,2.0
0.0,12.0,1.72,1778.0,3,4,4.0,3.0,2150.0,1797.0,1294.0,0,1,0,0.0,2.0
1.0,41.0,0.4,920.0,1,1,1.0,0.0,1827.75,432.0,1294.0,0,0,0,1.0,1.0
0.0,99.0,1.55,1665.0,3,4,3.0,3.0,1995.0,1650.0,1294.0,0,1,0,1.0,2.0
1.0,51.0,3.99,924.0,4,5,4.0,1.0,1827.75,4500.0,1294.0,0,1,1,2.0,2.0
0.0,86.0,2.3,1986.0,3,4,4.0,3.0,2660.0,2280.0,1950.0,0,1,1,1.0,2.0
0.0,69.0,2.99,1945.0,3,3,3.0,3.0,2527.0,2200.0,2100.0,0,1,1,1.0,2.0
0.0,67.0,2.8,1348.0,3,3,2.0,3.0,1650.0,1650.0,1294.0,0,1,0,2.0,1.0
0.0,53.0,5.0,265.0,5,5,4.0,3.0,1827.75,5200.0,1294.0,0,0,0,1.0,1.0
0.0,103.0,1.07,1412.0,3,3,4.0,3.0,1730.0,1600.0,1300.0,0,0,0,0.0,2.0
0.0,86.0,1.45,1366.0,3,2,4.0,3.0,1660.0,1650.0,1082.0,0,0,0,1.0,1.0
0.0,103.0,1.01,1227.0,2,2,3.0,4.0,1450.0,1650.0,950.0,1,0,0,2.0,0.0
1.0,78.0,17.0,927.0,5,8,3.0,3.0,1827.75,9000.0,1294.0,1,1,2,2.0,1.0
0.0,48.0,1.6,1582.0,3,3,3.0,2.0,1910.0,1700.0,1600.0,0,0,1,2.0,0.0
1.0,8.0,0.6,246.0,3,3,0.0,3.0,1827.75,450.0,1294.0,0,0,0,1.0,1.0
0.0,17.0,3.05,1997.0,3,4,3.0,1.0,2690.0,2600.0,2240.0,0,1,0,0.0,0.0
0.0,68.0,3.98,1807.0,3,4,4.0,0.0,2200.0,1650.0,1294.0,0,1,1,2.0,1.0
0.0,72.0,1.75,476.0,3,4,2.0,3.0,1827.75,1650.0,1850.0,0,0,1,0.0,1.0
0.0,64.0,6.5,2150.0,4,4,4.0,0.0,4337.0,1650.0,1294.0,1,0,0,2.0,1.0
0.0,72.0,1.43,1301.0,3,3,2.0,3.0,1578.0,1650.0,1294.0,0,0,0,2.0,1.0
1.0,61.0,0.4,102.0,4,2,2.0,3.0,1827.75,1600.0,800.0,0,0,0,1.0,1.0
0.0,80.0,3.5,213.0,3,4,3.0,3.0,1827.75,2937.0,1762.0,0,0,0,1.0,2.0
0.0,5.0,1.92,491.0,3,3,3.0,3.0,1827.75,1650.0,2000.0,1,1,0,2.0,0.0
0.0,96.0,0.75,395.0,3,3,3.0,2.0,1827.75,1650.0,1290.0,0,0,0,1.0,2.0
0.0,103.0,0.39,2259.0,2,2,2.0,3.0,950.0,720.0,610.0,0,0,0,1.0,1.0
0.0,103.0,0.54,709.0,2,2,2.0,3.0,1827.75,1650.0,845.0,0,0,0,0.0,2.0
0.0,86.0,2.5,1763.0,3,3,2.0,3.0,2132.0,1700.0,1350.0,0,1,2,0.0,0.0
0.0,32.0,1.25,1220.0,2,2,3.0,4.0,1444.0,1650.0,913.0,0,0,0,1.0,0.0
0.0,96.0,1.5,451.0,4,3,4.0,3.0,1827.75,1650.0,1650.0,0,0,1,1.0,2.0
0.0,5.0,1.52,1357.0,3,3,3.0,3.0,1650.0,1650.0,1022.58,0,1,1,2.0,2.0
0.0,89.0,0.83,1071.0,2,2,2.0,3.0,1245.0,1154.0,945.0,0,0,0,0.0,0.0
0.0,11.0,3.0,2017.0,4,5,4.0,3.0,2779.0,2204.25,1631.07,0,1,2,2.0,1.0
0.0,99.0,0.95,141.0,4,5,4.0,3.0,1827.75,1895.0,1500.0,0,0,0,1.0,0.0
0.0,92.0,0.5,618.0,2,2,2.0,2.0,1827.75,1650.0,515.5908099999999,0,0,0,1.0,2.0
1.0,46.0,3.55,774.0,5,4,4.0,0.0,1827.75,1449.0,1294.0,0,1,1,2.0,1.0
0.0,52.0,0.3,689.0,1,1,0.0,0.0,1827.75,1650.0,72.0,1,0,0,1.0,1.0
1.0,58.0,3.5,795.0,4,4,4.0,2.0,1827.75,1620.0,1294.0,0,0,1,2.0,1.0
0.0,83.0,1.7,1842.0,3,4,4.0,1.0,2289.0,1650.0,1121.0,0,1,0,2.0,2.0
0.0,55.0,4.86,1560.0,3,4,4.0,3.0,1875.0,1650.0,1294.0,0,1,1,1.0,2.0
0.0,99.0,0.5,4.0,2,2,3.0,3.0,1827.75,1000.0,999.0,0,0,0,1.0,1.0
0.0,5.0,2.6,1969.0,3,3,3.0,3.0,2598.0,1650.0,1294.0,1,1,0,2.0,1.0
0.0,5.0,1.4,1359.0,3,3,3.0,3.0,1650.0,1650.0,1200.0,0,1,0,1.0,2.0
1.0,29.0,18.9,937.0,6,8,2.0,3.0,1827.75,4518.0,1294.0,1,1,1,2.0,1.0
1.0,22.0,3.5,101.0,2,6,4.0,3.0,1827.75,160.0,1294.0,0,0,0,1.0,1.0
0.0,5.0,2.5,2091.0,4,5,4.0,3.0,3198.0,1650.0,1294.0,0,1,0,2.0,2.0
0.0,73.0,0.8,723.0,3,2,1.0,3.0,1827.75,1650.0,990.0,0,0,1,2.0,2.0
0.0,7.0,1.75,1380.0,3,3,3.0,4.0,1689.0,1650.0,1294.0,0,0,0,1.0,1.0
0.0,60.0,5.8,564.0,3,4,3.0,1.0,1827.75,1650.0,3025.0,0,1,1,1.0,0.0
0.0,49.0,2.0,2012.0,4,3,4.0,2.0,2754.0,1650.0,1294.0,0,0,0,2.0,2.0
0.0,59.0,2.2,409.0,2,2,1.0,3.0,1827.75,1650.0,1375.0,0,0,1,1.0,2.0
0.0,86.0,3.5,2062.0,4,5,4.0,3.0,2995.0,1650.0,2200.0,0,1,2,0.0,2.0
0.0,2.0,1.6,525.0,4,6,4.0,3.0,1827.75,1650.0,2350.0,1,1,0,1.0,2.0
0.0,91.0,2.15,1906.0,3,5,3.0,1.0,2408.0,1650.0,1294.0,0,0,0,2.0,1.0
0.0,101.0,0.2,581.0,1,1,1.0,3.0,1827.75,1650.0,366.080239,0,0,0,2.0,2.0
0.0,86.0,3.0,2088.0,4,5,2.0,3.0,3185.0,1650.0,1294.0,0,1,1,2.0,2.0
0.0,103.0,0.58,327.0,2,2,2.0,3.0,1827.75,822.0,600.0,0,0,0,2.0,1.0
0.0,67.0,2.85,1532.0,3,3,3.0,4.0,1828.0,1650.0,1294.0,0,0,1,2.0,0.0
0.0,5.0,2.4,1963.0,3,4,4.0,3.0,2579.0,1650.0,2100.0,1,0,1,1.0,1.0
0.0,77.0,6.5,2146.0,4,4,4.0,3.0,4250.0,1650.0,1294.0,1,1,0,2.0,1.0
0.0,83.0,1.28,1250.0,3,3,3.0,3.0,1490.0,1650.0,1063.91,1,0,1,2.0,0.0
0.0,2.0,0.85,1370.0,3,2,2.0,0.0,1666.0,1650.0,1294.0,0,0,0,1.0,2.0
0.0,14.0,4.25,2130.0,5,5,4.0,3.0,3880.0,1650.0,1294.0,0,1,0,2.0,2.0
0.0,6.0,0.8,1156.0,2,2,3.0,1.0,1361.0,1089.0,705.0,0,0,0,0.0,1.0
0.0,67.0,2.25,420.0,2,2,3.0,4.0,1827.75,1650.0,1433.0,0,0,0,1.0,2.0
1.0,12.0,10.0,910.0,4,5,4.0,1.0,1827.75,3600.0,1294.0,1,1,1,1.0,1.0
0.0,38.0,0.8,2258.0,2,2,2.0,4.0,950.0,1650.0,1294.0,0,0,0,1.0,1.0
0.0,60.0,4.02,517.0,3,3,1.0,4.0,1827.75,1650.0,2295.0,0,0,0,1.0,1.0
0.0,6.0,2.4,2045.0,4,6,4.0,3.0,2875.0,2456.0,2100.0,0,1,0,0.0,0.0
0.0,89.0,1.12,1417.0,3,3,2.0,0.0,1735.0,1500.0,1400.0,0,0,1,2.0,0.0
0.0,90.0,1.05,1742.0,4,4,4.0,1.0,2095.0,1650.0,1294.0,1,0,0,2.0,1.0
0.0,57.0,1.7,1315.0,3,2,3.0,2.0,1600.0,1650.0,1550.0,0,0,0,2.0,2.0
0.0,91.0,2.1,2037.0,4,4,3.0,3.0,2812.0,2600.0,2400.0,0,0,0,1.0,1.0
0.0,27.0,4.25,2094.0,3,4,4.0,2.0,3200.0,1650.0,3156.0,0,1,1,2.0,1.0
0.0,5.0,2.22,1774.0,3,4,4.0,3.0,2149.0,2000.0,1600.0,1,1,0,2.0,0.0
1.0,13.0,3.08,202.0,6,4,2.0,3.0,1827.75,2700.0,1294.0,0,0,0,1.0,1.0
0.0,5.0,2.5,1530.0,3,3,3.0,4.0,1827.0,1650.0,1294.0,0,0,0,0.0,0.0
0.0,75.0,0.95,338.0,2,2,1.0,1.0,1827.75,930.0,730.0,0,0,1,2.0,0.0
1.0,44.0,9.5,868.0,5,5,4.0,3.0,1827.75,300.0,250.0,0,1,1,2.0,1.0
0.0,37.0,0.87,1302.0,2,3,4.0,3.0,1578.0,1300.0,1110.0,1,0,0,2.0,2.0
0.0,61.0,0.6,322.0,2,2,0.0,3.0,1827.75,790.0,750.0,0,0,1,1.0,1.0
0.0,72.0,1.2,1138.0,2,3,1.0,3.0,1350.0,1650.0,1294.0,0,0,0,2.0,1.0
0.0,10.0,1.3,1619.0,3,3,4.0,3.0,1943.0,1554.0,1457.0,0,0,1,0.0,2.0
0.0,103.0,0.9,16.0,3,2,0.0,4.0,1827.75,1120.0,1294.0,0,0,0,2.0,1.0
0.0,67.0,2.36,1348.0,3,3,3.0,3.0,1650.0,1650.0,1294.0,1,1,1,0.0,1.0
0.0,35.0,1.3,1059.0,2,2,2.0,1.0,1210.0,1650.0,1294.0,1,0,0,1.0,1.0
0.0,35.0,0.4,2242.0,2,2,2.0,3.0,800.0,1650.0,1294.0,0,0,2,1.0,1.0
0.0,37.0,0.9,1316.0,3,3,3.0,4.0,1603.0,1500.0,1294.0,0,0,0,2.0,1.0
0.0,55.0,4.85,1560.0,3,4,4.0,3.0,1875.0,1650.0,1294.0,0,1,1,1.0,0.0
0.0,103.0,0.54,707.0,2,2,1.0,3.0,1827.75,1650.0,830.0,0,0,0,1.0,1.0
0.0,5.0,1.35,1357.0,3,3,3.0,3.0,1650.0,1650.0,1022.58,0,1,0,2.0,2.0
0.0,91.0,1.5,1954.0,4,5,4.0,1.0,2560.0,2017.0,1800.0,0,1,1,1.0,2.0
0.0,10.0,1.29,1622.0,3,3,4.0,3.0,1943.0,1650.0,1460.0,0,0,1,0.0,1.0
0.0,103.0,2.6,639.0,2,2,2.0,1.0,1827.75,1650.0,554.1255719999999,0,0,0,1.0,2.0
1.0,29.0,4.5,761.0,3,3,2.0,2.0,1827.75,1350.0,1294.0,0,0,1,2.0,1.0
1.0,18.0,0.35,237.0,2,1,0.0,2.0,1827.75,360.0,1294.0,0,0,0,1.0,1.0
0.0,74.0,1.62,1633.0,3,5,3.0,3.0,1950.0,1650.0,1161.0,0,1,0,1.0,2.0
0.0,91.0,1.3,1479.0,2,2,4.0,3.0,1772.0,1650.0,1240.0,0,0,0,2.0,2.0
0.0,12.0,1.88,2070.0,4,5,3.0,3.0,3055.0,1650.0,1294.0,0,0,0,2.0,2.0
0.0,12.0,1.7,1439.0,3,3,3.0,3.0,1745.0,1550.0,1294.0,0,0,0,2.0,0.0
1.0,46.0,4.35,809.0,3,8,2.0,3.0,1827.75,1836.0,1294.0,1,0,1,1.0,1.0
0.0,91.0,2.15,2031.0,4,5,4.0,3.0,2812.0,1650.0,1294.0,0,1,0,0.0,1.0
0.0,71.0,1.45,1264.0,3,2,4.0,1.0,1508.0,1650.0,1294.0,0,0,0,1.0,2.0
0.0,92.0,0.78,52.0,2,2,2.0,1.0,1827.75,1360.0,1294.0,0,0,0,2.0,2.0
0.0,59.0,3.83,1793.0,3,4,2.0,3.0,2164.0,2000.0,1775.0,1,1,1,0.0,2.0
0.0,99.0,0.62,85.0,2,2,2.0,1.0,1827.75,1498.0,1064.0,0,0,0,1.0,2.0
0.0,9.0,1.4,1868.0,4,6,4.0,3.0,2355.0,1535.0,1403.0,0,1,0,0.0,2.0
0.0,49.0,0.94,679.0,1,2,2.0,3.0,1827.75,1650.0,671.0,0,0,0,1.0,1.0
0.0,12.0,2.0,1982.0,4,4,2.0,3.0,2630.0,1650.0,1294.0,0,1,0,2.0,0.0
0.0,1.0,7.0,2205.0,4,4,4.0,3.0,6000.0,1650.0,1294.0,0,1,0,2.0,2.0
0.0,49.0,0.8,308.0,1,1,1.0,3.0,1827.75,720.0,1294.0,0,0,0,1.0,1.0
0.0,90.0,1.48,1688.0,3,3,2.0,1.0,2000.0,1650.0,1294.0,0,1,1,2.0,1.0
1.0,77.0,8.6,306.0,4,5,4.0,3.0,1827.75,7000.0,1294.0,0,0,1,1.0,1.0
0.0,14.0,3.45,2111.0,4,4,3.0,0.0,3400.0,1650.0,1294.0,0,1,1,2.0,2.0
1.0,51.0,7.0,186.0,3,2,0.0,3.0,1827.75,240.0,1294.0,0,0,0,1.0,1.0
0.0,97.0,1.8,1815.0,4,4,4.0,0.0,2215.0,1650.0,1294.0,0,0,0,1.0,2.0
0.0,91.0,1.49,1955.0,4,5,4.0,3.0,2560.0,2017.0,1890.0,0,1,1,2.0,2.0
0.0,103.0,0.88,1093.0,2,2,2.0,3.0,1275.0,1650.0,791.0,0,0,2,2.0,0.0
1.0,20.0,7.5,937.0,3,3,2.0,2.0,1827.75,4518.0,1294.0,1,1,1,1.0,1.0
1.0,75.0,4.0,967.0,4,4,4.0,3.0,1827.75,6000.0,1294.0,0,1,0,0.0,1.0
0.0,92.0,1.25,1242.0,2,2,3.0,0.0,1480.0,1650.0,1294.0,1,0,0,1.0,0.0
1.0,44.0,8.5,866.0,5,5,3.0,0.0,1827.75,2700.0,1294.0,0,1,1,2.0,1.0
0.0,44.0,2.5,1984.0,4,4,4.0,3.0,2650.0,1650.0,1294.0,0,0,1,2.0,1.0
0.0,103.0,0.78,377.0,3,3,3.0,3.0,1827.75,1650.0,1210.0,0,0,0,2.0,1.0
1.0,18.0,3.5,845.0,8,8,4.0,3.0,1827.75,4800.0,4400.0,1,1,2,2.0,1.0
0.0,103.0,0.68,706.0,2,2,2.0,1.0,1827.75,1650.0,824.0,0,0,0,2.0,1.0
0.0,103.0,0.75,46.0,2,2,2.0,0.0,1827.75,1350.0,1294.0,0,0,0,2.0,2.0
0.0,95.0,1.13,405.0,3,3,2.0,4.0,1827.75,1650.0,1326.0,1,0,0,2.0,2.0
0.0,7.0,0.98,1347.0,3,3,3.0,3.0,1647.0,1650.0,1294.0,0,0,0,2.0,0.0
0.0,97.0,1.29,1390.0,3,3,3.0,3.0,1702.0,1540.0,1430.0,1,0,0,0.0,2.0
0.0,103.0,0.3,2187.0,2,2,2.0,3.0,567.0,1650.0,480.53,0,0,2,2.0,2.0
0.0,90.0,2.24,2116.0,4,4,3.0,3.0,3434.0,1650.0,2900.0,0,1,0,1.0,0.0
0.0,35.0,2.15,1314.0,3,3,4.0,1.0,1590.0,1650.0,1294.0,0,0,0,1.0,1.0
0.0,7.0,2.52,2078.0,4,4,4.0,3.0,3150.0,2800.0,2400.0,0,1,1,0.0,0.0
1.0,23.0,0.7,332.0,1,1,0.0,3.0,1827.75,900.0,1294.0,0,0,0,1.0,1.0
0.0,5.0,1.75,1610.0,3,4,4.0,3.0,1931.0,1650.0,1294.0,0,1,1,2.0,0.0
1.0,50.0,3.75,233.0,5,5,4.0,3.0,1827.75,3400.0,1836.0,0,0,0,1.0,1.0
1.0,51.0,15.0,931.0,4,4,2.0,0.0,1827.75,4500.0,1294.0,0,1,0,0.0,1.0
1.0,87.0,1.4,787.0,3,3,2.0,1.0,1827.75,1700.0,1294.0,0,0,0,2.0,1.0
0.0,16.0,2.6,1925.0,2,2,3.0,3.0,2441.0,1939.03,1294.0,0,0,0,0.0,2.0
0.0,64.0,2.1,1266.0,2,2,2.0,1.0,1508.26,1650.0,1294.0,0,1,0,2.0,0.0
0.0,92.0,0.43,614.0,2,2,1.0,1.0,1827.75,1650.0,501.0,0,0,0,2.0,2.0
0.0,51.0,3.25,537.0,3,4,4.0,2.0,1827.75,1650.0,2537.0,0,1,1,2.0,2.0
1.0,47.0,8.81,892.0,8,6,4.0,0.0,1827.75,3240.0,1294.0,1,1,1,1.0,1.0
0.0,36.0,0.4,586.0,1,1,1.0,3.0,1827.75,1650.0,392.0,0,0,0,1.0,2.0
0.0,67.0,2.85,487.0,4,4,3.0,3.0,1827.75,1650.0,1975.0,1,1,0,1.0,1.0
1.0,44.0,9.85,915.0,5,5,2.0,2.0,1827.75,418.0,1294.0,1,1,0,1.0,1.0
0.0,97.0,1.25,426.0,3,4,4.0,2.0,1827.75,1650.0,1447.0,0,1,2,1.0,1.0
0.0,64.0,3.95,541.0,3,3,3.0,1.0,1827.75,1650.0,2588.0,0,1,1,1.0,0.0
0.0,31.0,1.24,1045.0,2,2,4.0,0.0,1150.0,1050.0,1000.0,0,0,1,0.0,0.0
0.0,96.0,1.3,193.0,4,4,4.0,3.0,1827.75,2580.0,1294.0,0,0,0,1.0,2.0
1.0,28.0,4.31,761.0,5,4,3.0,2.0,1827.75,1350.0,1294.0,0,0,0,1.0,1.0
0.0,99.0,0.6,376.0,3,2,3.0,0.0,1827.75,1650.0,1200.0,0,0,1,1.0,2.0
0.0,67.0,3.29,1532.0,3,3,3.0,1.0,1828.0,1650.0,1294.0,0,0,0,1.0,0.0
1.0,18.0,2.75,173.0,6,6,2.0,3.0,1827.75,2228.0,1294.0,0,0,0,1.0,1.0
0.0,51.0,2.7,1975.0,3,3,4.0,0.0,2605.0,1650.0,1294.0,0,1,0,2.0,1.0
0.0,72.0,1.51,1304.0,3,3,2.0,3.0,1578.0,1650.0,1100.0,0,0,2,0.0,1.0
0.0,83.0,2.55,199.0,4,5,2.0,1.0,1827.75,2675.0,1294.0,0,1,0,1.0,2.0
0.0,57.0,2.09,1900.0,4,4,4.0,3.0,2400.0,2300.0,2200.0,0,0,1,2.0,2.0
0.0,57.0,1.37,1256.0,3,3,4.0,2.0,1500.0,1450.0,1400.0,0,0,0,0.0,1.0
0.0,103.0,0.48,1033.0,2,2,2.0,4.0,1099.0,1650.0,1294.0,0,0,0,1.0,0.0
1.0,42.0,2.15,726.0,3,3,3.0,0.0,1827.75,900.0,1294.0,1,0,0,1.0,1.0
0.0,86.0,3.46,2043.0,4,4,4.0,1.0,2872.0,1650.0,1294.0,0,1,2,0.0,2.0
1.0,29.0,19.0,931.0,6,8,4.0,0.0,1827.75,4500.0,1294.0,1,1,1,2.0,1.0
0.0,103.0,0.75,8.0,2,2,0.0,3.0,1827.75,1081.0,1294.0,0,0,0,2.0,1.0
0.0,67.0,3.0,1532.0,3,3,3.0,4.0,1828.0,1650.0,1294.0,0,0,0,2.0,0.0
0.0,89.0,1.12,1415.0,3,3,2.0,3.0,1735.0,1200.0,1126.0,1,1,1,0.0,2.0
0.0,99.0,1.42,1586.0,3,3,2.0,3.0,1920.0,1650.0,1294.0,0,0,0,2.0,2.0
0.0,98.0,1.9,2004.0,4,4,3.0,3.0,2724.0,1650.0,1294.0,0,1,0,2.0,2.0
1.0,51.0,7.42,821.0,4,4,3.0,2.0,1827.75,3200.0,1294.0,0,0,1,2.0,1.0
0.0,87.0,1.25,1636.0,3,4,4.0,4.0,1960.0,1650.0,1294.0,0,0,0,2.0,2.0
0.0,5.0,2.12,137.0,3,3,3.0,3.0,1827.75,1852.0,1250.0,0,0,0,2.0,2.0
0.0,35.0,1.7,407.0,3,3,4.0,1.0,1827.75,1650.0,1350.0,0,1,0,1.0,2.0
0.0,63.0,1.47,369.0,2,2,2.0,1.0,1827.75,1650.0,1150.0,1,0,0,2.0,2.0
0.0,87.0,1.39,1788.0,3,3,4.0,3.0,2160.0,1650.0,1294.0,1,1,1,2.0,0.0
0.0,89.0,1.75,1577.0,3,3,3.0,3.0,1900.0,1600.0,1240.0,0,1,1,2.0,2.0
0.0,64.0,2.45,24.0,2,2,2.0,1.0,1827.75,1200.0,1000.0,1,0,2,0.0,2.0
1.0,69.0,8.0,910.0,6,7,4.0,0.0,1827.75,3600.0,1294.0,1,1,1,1.0,0.0
0.0,9.0,1.32,1868.0,4,5,4.0,3.0,2355.0,1535.0,1403.0,0,1,0,1.0,0.0
0.0,10.0,0.52,670.0,3,2,2.0,3.0,1827.75,1650.0,645.0,0,0,0,1.0,2.0
0.0,17.0,1.45,1098.0,2,2,2.0,3.0,1276.0,1650.0,904.01,0,0,0,2.0,2.0
0.0,10.0,0.28,610.0,2,2,2.0,3.0,1827.75,1650.0,489.0,0,0,0,1.0,2.0
0.0,86.0,1.15,1366.0,3,2,4.0,3.0,1660.0,1650.0,1082.0,0,0,0,2.0,0.0
1.0,8.0,0.65,993.0,3,2,1.0,3.0,1827.75,720.0,1294.0,0,0,0,1.0,1.0
0.0,94.0,1.31,1322.0,2,2,4.0,3.0,1617.0,1650.0,1294.0,1,0,0,2.0,1.0
0.0,89.0,0.75,1070.0,2,2,2.0,3.0,1245.0,1150.0,1020.0,0,0,1,2.0,0.0
0.0,7.0,1.8,516.0,3,4,3.0,1.0,1827.75,1650.0,2290.0,0,0,0,2.0,0.0
0.0,12.0,2.22,1743.0,3,4,3.0,3.0,2095.0,1860.0,1294.0,1,1,0,1.0,0.0
0.0,5.0,1.4,1349.0,3,3,3.0,3.0,1650.0,1300.0,1022.58,0,1,0,1.0,2.0
1.0,23.0,2.55,790.0,3,3,2.0,2.0,1827.75,1557.0,1294.0,0,0,0,1.0,1.0
1.0,28.0,10.5,913.0,4,4,2.0,2.0,1827.75,402.0,1294.0,0,1,1,2.0,1.0
0.0,37.0,1.4,1974.0,4,5,3.0,3.0,2600.0,1650.0,2100.0,1,1,0,1.0,2.0
0.0,103.0,0.52,705.0,2,2,2.0,3.0,1827.75,1650.0,822.0,0,0,0,0.0,1.0
0.0,103.0,0.3,2225.0,2,2,2.0,1.0,655.0,1650.0,555.0,0,0,0,2.0,2.0
0.0,5.0,1.9,1616.0,3,4,4.0,3.0,1942.0,1650.0,1294.0,0,1,0,0.0,0.0
1.0,48.0,8.5,892.0,4,4,2.0,0.0,1827.75,3240.0,1294.0,0,1,0,2.0,1.0
1.0,55.0,2.0,968.0,9,9,3.0,3.0,1827.75,60.0,59.0,0,1,2,1.0,0.0
0.0,67.0,2.79,487.0,4,4,4.0,3.0,1827.75,1650.0,1975.0,1,1,2,0.0,1.0
1.0,28.0,11.0,883.0,5,5,4.0,3.0,1827.75,3096.0,1294.0,1,1,0,1.0,1.0
0.0,90.0,0.85,1405.0,3,3,4.0,3.0,1725.0,1650.0,1294.0,1,0,0,2.0,2.0
0.0,80.0,0.55,692.0,2,2,2.0,4.0,1827.75,1650.0,741.0,0,0,0,1.0,2.0
0.0,48.0,2.75,1952.0,3,4,4.0,0.0,2557.0,1650.0,2550.0,0,0,0,1.0,1.0
1.0,31.0,2.1,726.0,2,8,4.0,0.0,1827.75,900.0,1294.0,0,0,1,1.0,2.0
1.0,26.0,2.4,808.0,3,3,2.0,0.0,1827.75,2000.0,1294.0,0,0,0,1.0,1.0
0.0,103.0,0.9,1235.0,2,2,4.0,0.0,1465.0,1100.0,1000.0,1,0,1,0.0,2.0
0.0,38.0,1.25,497.0,3,3,3.0,4.0,1827.75,1650.0,2055.0,0,0,0,1.0,2.0
1.0,67.0,12.5,910.0,4,4,4.0,3.0,1827.75,3600.0,1294.0,1,1,0,2.0,1.0
0.0,101.0,0.28,2240.0,2,2,2.0,1.0,767.0,1650.0,1294.0,0,0,0,1.0,2.0
1.0,29.0,5.5,806.0,4,4,4.0,0.0,1827.75,1800.0,1294.0,0,0,0,1.0,1.0
1.0,41.0,0.5,923.0,2,2,2.0,1.0,1827.75,450.0,1294.0,1,1,0,1.0,1.0
1.0,29.0,6.0,806.0,3,5,4.0,2.0,1827.75,1800.0,1294.0,0,0,1,1.0,1.0
0.0,91.0,0.72,1239.0,3,3,2.0,0.0,1475.0,1350.0,1250.0,0,0,0,1.0,2.0
0.0,72.0,1.36,1303.0,3,3,1.0,3.0,1578.0,1650.0,1039.0,0,0,0,2.0,0.0
0.0,85.0,1.1,1591.0,3,3,3.0,0.0,1928.0,1580.0,1391.0,0,1,0,2.0,2.0
0.0,72.0,1.95,1697.0,4,4,2.0,3.0,2010.0,1650.0,1294.0,0,0,0,0.0,1.0
0.0,92.0,1.27,1604.0,3,4,3.0,3.0,1930.0,1800.0,1450.0,0,1,0,2.0,0.0
0.0,91.0,1.19,1376.0,2,2,3.0,3.0,1671.0,1670.0,1660.0,0,0,0,1.0,0.0
0.0,38.0,2.08,1927.0,4,4,3.0,1.0,2443.0,1650.0,1294.0,1,1,0,2.0,1.0
0.0,5.0,1.2,1146.0,2,2,3.0,3.0,1359.0,1650.0,824.0,0,0,0,1.0,1.0
1.0,103.0,0.07,877.0,1,1,0.0,3.0,1827.75,33.0,1294.0,0,0,0,1.0,1.0
1.0,12.0,5.7,964.0,4,4,4.0,3.0,1827.75,5400.0,1294.0,1,1,0,2.0,2.0
1.0,28.0,9.5,872.0,9,9,4.0,2.0,1827.75,2844.0,1294.0,0,0,0,2.0,1.0
0.0,86.0,0.96,356.0,2,2,2.0,4.0,1827.75,1650.0,1075.0,0,0,0,1.0,1.0
