,property_type,sector,price,bedRoom,bathroom,balcony,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,furnishing_type,luxury_cat,floorNum_cat
275,flat,sector 112,5.49,4,5,3+,Relatively New,4739.0,3655.35,,0,1,semi_furnished,high,medium
276,flat,sector 89,1.0,2,2,3,New Property,,,1110.0,1,0,unfurnished,medium,low
277,flat,sector 79,1.0,2,2,3,Relatively New,,,1530.0,1,0,unfurnished,low,medium
278,flat,sector 89,0.9,2,2,2,New Property,1103.0,,,1,0,unfurnished,low,low
279,house,sector 57,3.8,2,8,3+,Relatively New,,162.0,160.0,0,0,semi_furnished,medium,medium
280,flat,sector 92,0.65,3,3,2,Relatively New,,,1417.0,0,0,unfurnished,low,low
281,flat,sector 37d,1.36,3,3,3,Under Construction,,1535.0,,0,0,unfurnished,low,low
282,house,sector 109,11.3,7,5,3+,Relatively New,,480.0,460.0,1,1,unfurnished,low,medium
283,flat,sector 37d,1.25,3,3,3+,Under Construction,,1725.0,,0,0,unfurnished,low,low
284,flat,sector 110,0.28,2,1,1,Relatively New,,,900.0,0,0,unfurnished,low,low
285,flat,sector 102,1.3,2,2,3,Relatively New,1215.0,1009.0,734.8,0,0,unfurnished,medium,low
286,flat,sector 53,4.8,3,4,3+,Relatively New,2895.0,2500.0,2200.0,0,1,semi_furnished,high,medium
287,flat,sector 104,1.35,4,5,3+,Relatively New,,,2692.0,1,1,unfurnished,medium,low
288,flat,sector 53,8.25,3,4,3,Under Construction,2940.0,,,0,1,furnished,low,medium
289,house,sector 5,0.85,1,1,0,,,1000.0,,0,0,unfurnished,low,low
290,flat,sector 92,0.65,3,3,3,Moderately Old,1440.45,,,0,0,unfurnished,medium,low
291,flat,sector 69,0.75,2,2,2,Moderately Old,,1100.0,,0,0,unfurnished,low,medium
292,house,sector 7,0.69,1,1,1,,,758.0,500.0,0,0,unfurnished,low,low
293,house,sector 40,5.0,9,9,3+,Moderately Old,,2367.0,,0,1,semi_furnished,medium,low
294,flat,sector 78,0.88,3,4,3,Moderately Old,1854.0,1668.0,1501.0,0,1,unfurnished,medium,medium
295,flat,sector 66,2.1,3,4,2,Relatively New,1920.0,1800.0,1700.0,0,1,semi_furnished,high,high
296,flat,sector 65,3.0,3,3,3,Under Construction,1828.0,,,0,0,unfurnished,medium,high
297,flat,sector 90,1.7,4,4,3+,Moderately Old,2215.0,,,0,1,unfurnished,low,high
298,flat,sector 83,1.8,3,3,3,Relatively New,1900.0,,1240.04,0,1,semi_furnished,medium,medium
299,flat,sector 61,1.85,2,2,2,New Property,,,1250.0,0,0,unfurnished,low,low
300,flat,sector 53,6.5,4,5,3+,Relatively New,3390.0,3000.0,2500.0,1,1,semi_furnished,high,medium
301,house,sector 26,5.8,4,4,3+,Old Property,,4518.0,,0,0,unfurnished,low,medium
302,flat,sector 33,1.1,2,2,2,,,,1380.0,0,0,unfurnished,medium,high
303,house,sector 5,1.5,6,1,0,New Property,,3000.0,,0,0,unfurnished,low,low
304,flat,sector 92,0.7,3,2,2,Relatively New,1326.0,1325.0,1320.0,0,0,unfurnished,medium,medium
305,flat,sector 102,2.0,3,3,3+,Relatively New,1852.0,1456.0,1128.09,0,0,unfurnished,medium,low
306,house,sohna road,0.85,3,2,2,Under Construction,,1120.0,,0,0,unfurnished,low,low
307,house,sector 12,6.0,9,9,3+,Old Property,,9000.0,,0,0,unfurnished,low,low
308,house,sector 14,6.5,4,4,3+,Moderately Old,,3150.0,,0,0,unfurnished,low,low
309,flat,sector 92,1.18,4,4,3,Relatively New,,,2266.0,0,1,unfurnished,medium,medium
310,flat,sector 106,1.15,3,3,3,Relatively New,1760.0,1650.0,1550.0,0,1,semi_furnished,high,high
311,flat,sector 9,1.2,4,3,2,Moderately Old,,,1800.0,0,0,semi_furnished,low,medium
312,flat,sohna road,0.28,2,2,2,Relatively New,,,468.0,0,0,unfurnished,low,low
313,house,sector 23,2.7,5,5,2,Old Property,,1450.0,,0,0,semi_furnished,low,low
314,flat,sector 74,2.7,3,3,3,New Property,2018.0,,,0,0,unfurnished,medium,high
315,flat,sector 92,0.7,3,3,0,,,1572.0,,0,0,unfurnished,low,medium
316,house,sector 6,1.0,6,4,0,,,240.0,,0,0,unfurnished,low,low
317,house,sector 53,4.0,5,5,2,Relatively New,,2250.0,,1,0,unfurnished,low,low
318,house,sector 3,0.75,4,2,2,Old Property,,1170.0,,0,0,unfurnished,low,low
319,flat,sohna road,0.28,2,2,2,Relatively New,567.0,500.0,467.0,0,0,semi_furnished,low,low
320,house,sector 28,4.5,4,4,0,,,360.0,,0,0,unfurnished,low,medium
321,flat,sector 104,0.85,2,2,3,Relatively New,,,1450.0,1,0,unfurnished,medium,high
322,house,sector 72,3.09,5,5,3+,Relatively New,,3653.0,2922.0,0,1,semi_furnished,low,high
323,flat,sector 99,0.35,2,2,1,Relatively New,,,545.0,0,0,unfurnished,medium,low
324,flat,sector 66,3.0,4,4,3,Relatively New,2764.0,2700.0,2500.0,1,1,semi_furnished,high,low
325,flat,sector 47,1.05,2,2,2,Relatively New,,,997.0,0,0,semi_furnished,low,low
326,house,sector 50,7.1,3,3,3,Moderately Old,,240.0,,0,1,unfurnished,low,low
327,house,sector 38,4.3,3,9,3+,Relatively New,,165.0,164.0,0,0,semi_furnished,low,low
328,flat,sector 37d,0.71,2,2,3,New Property,1310.0,1100.0,1000.0,0,0,unfurnished,low,medium
329,flat,sector 109,1.6,3,3,3,Relatively New,2545.0,,,0,1,unfurnished,medium,medium
330,flat,sector 77,1.75,3,3,3+,Relatively New,2025.0,1900.0,1500.0,0,1,unfurnished,medium,high
331,flat,sector 43,2.5,3,3,2,New Property,215.0,,,0,0,unfurnished,low,low
332,flat,sector 104,1.95,3,3,3+,New Property,,,2290.0,0,1,unfurnished,medium,low
333,flat,sector 84,2.2,4,4,3,Relatively New,,,2900.0,0,1,unfurnished,low,medium
334,house,sector 45,8.5,5,4,2,Moderately Old,,3240.0,,0,1,semi_furnished,low,low
335,flat,sector 70,0.53,2,2,2,Under Construction,1095.0,,,0,0,unfurnished,low,medium
336,flat,sector 71,0.9,1,1,0,New Property,,683.0,,0,0,unfurnished,medium,medium
337,flat,sector 33,2.3,4,4,3+,New Property,,,1800.0,0,1,unfurnished,low,medium
338,house,sector 5,0.95,4,3,2,Old Property,,1070.0,,0,0,unfurnished,low,low
339,flat,sector 95,0.35,2,2,0,,,637.0,,0,0,unfurnished,low,medium
340,flat,sector 78,0.75,2,2,1,,,1239.0,1100.0,0,0,unfurnished,low,medium
341,flat,sector 83,3.15,5,7,3+,Relatively New,3750.0,3200.0,2444.94,0,1,semi_furnished,high,high
342,flat,sector 103,0.23,1,1,1,Relatively New,,,360.0,0,0,unfurnished,low,medium
343,flat,sector 65,2.78,3,3,3,,1828.0,,,0,0,unfurnished,medium,high
344,flat,sector 84,1.5,3,3,3,Relatively New,1963.0,,1700.0,0,1,semi_furnished,low,high
345,flat,sector 81,0.49,2,2,3,Relatively New,735.0,700.0,635.0,0,0,unfurnished,medium,medium
346,house,sector 33,1.35,2,2,2,New Property,,1210.0,,1,0,furnished,medium,medium
347,house,sector 14,6.4,6,6,3+,Old Property,,349.0,348.0,0,0,unfurnished,low,low
348,flat,sector 68,1.1,2,2,3,Relatively New,1224.0,1150.0,830.0,0,0,semi_furnished,medium,low
349,flat,sector 69,1.3,3,3,1,Relatively New,1538.0,,,0,0,semi_furnished,medium,high
350,flat,sector 113,2.9,4,4,3+,Under Construction,,,2298.0,1,1,unfurnished,low,high
351,flat,sector 48,1.5,3,3,3,Old Property,1707.0,1600.0,1400.0,0,0,semi_furnished,medium,low
352,house,sector 43,2.55,3,3,2,Relatively New,,215.0,,0,0,semi_furnished,medium,low
353,flat,sector 63,8.5,4,4,0,,,3950.0,,0,0,unfurnished,medium,high
354,flat,sector 108,0.65,2,2,2,Relatively New,1365.0,,,0,0,semi_furnished,high,medium
355,flat,sector 84,2.28,4,4,3+,Relatively New,3434.0,,2600.0,0,1,unfurnished,medium,medium
356,flat,sector 84,0.88,3,3,3,Relatively New,1825.0,,,0,0,unfurnished,medium,high
357,flat,sector 102,1.99,2,2,2,New Property,1349.0,,963.0,0,0,unfurnished,high,high
358,flat,sector 37d,1.4,3,3,3,Relatively New,1811.0,1711.0,1611.0,0,0,semi_furnished,medium,medium
359,house,sector 3,0.68,5,3,0,,,1755.0,,0,0,unfurnished,low,low
360,flat,sector 92,0.71,3,3,3,Relatively New,,,1326.0,0,0,unfurnished,medium,low
361,flat,sector 25,3.7,4,4,3,Old Property,,,2100.0,0,1,semi_furnished,low,high
362,flat,sohna road,0.91,2,2,3,New Property,1350.0,,,1,0,unfurnished,medium,low
363,flat,sector 72,3.25,3,3,3,Moderately Old,3300.0,,,0,1,unfurnished,medium,low
364,flat,sector 81,2.2,3,4,3+,Relatively New,2100.0,,,0,1,furnished,low,high
365,house,sector 11,4.0,5,4,1,,,225.0,180.0,0,0,unfurnished,low,low
366,flat,sector 70,1.78,3,3,3+,Relatively New,1950.0,,,0,1,unfurnished,low,medium
367,flat,sector 37,0.99,3,5,3+,Relatively New,1815.0,1400.0,1270.0,0,1,unfurnished,low,medium
368,house,sector 56,2.95,2,2,0,,,162.0,,0,0,unfurnished,low,low
369,flat,sector 84,0.54,2,2,3+,Relatively New,1200.0,,,0,0,unfurnished,medium,high
370,flat,sector 82,0.85,2,2,2,Relatively New,1300.0,,,0,0,semi_furnished,low,low
371,flat,sector 95,0.6,2,2,2,Relatively New,1076.0,,,1,0,unfurnished,low,high
372,house,sector 14,6.5,5,5,0,Moderately Old,,2500.0,,0,0,unfurnished,low,medium
373,house,sector 2,1.0,3,7,3+,Moderately Old,,1215.0,,0,0,unfurnished,low,low
374,flat,sector 95,0.45,2,2,2,,,695.0,595.0,0,0,unfurnished,low,high
375,flat,sector 92,0.5,3,3,2,Relatively New,1180.0,,,0,0,unfurnished,low,low
376,house,sector 22,4.75,7,5,3+,Old Property,,261.0,259.0,0,0,semi_furnished,low,low
377,house,sector 109,6.0,4,4,3+,Relatively New,,2430.0,,1,1,unfurnished,high,low
378,flat,sector 60,2.12,2,2,2,Relatively New,1365.0,1350.0,1300.0,0,0,semi_furnished,high,low
379,flat,sector 86,1.59,3,3,3,Relatively New,1929.0,1700.0,1548.0,0,0,semi_furnished,high,high
380,house,sector 25,6.5,4,4,3+,Moderately Old,,1800.0,,1,1,unfurnished,medium,low
381,flat,sector 66,1.7,2,2,2,Relatively New,1185.0,,,0,0,unfurnished,medium,medium
382,flat,sector 108,2.6,3,3,2,New Property,1711.0,,,0,0,unfurnished,low,high
383,house,sector 28,8.95,5,6,3+,Moderately Old,,5000.0,,0,0,unfurnished,low,medium
384,flat,sector 92,1.44,4,4,3,Relatively New,,,2040.0,0,0,unfurnished,low,medium
385,flat,sector 22,2.55,3,3,3,Relatively New,1860.0,1600.0,1400.0,0,0,semi_furnished,medium,medium
386,flat,sector 36,1.0,3,2,3,New Property,,,1010.0,0,0,unfurnished,medium,low
387,house,sector 48,4.95,7,7,3+,Old Property,,2403.0,,1,1,semi_furnished,medium,low
388,flat,sector 39,1.5,4,3,3,Old Property,,,2350.0,0,1,furnished,low,medium
389,flat,sector 77,0.86,2,2,2,New Property,1342.0,,,0,0,semi_furnished,medium,high
390,flat,sector 60,2.15,2,3,2,Relatively New,1524.0,1250.0,921.0,0,1,semi_furnished,low,medium
391,house,sector 26,12.5,5,5,3+,Old Property,,3240.0,,1,1,semi_furnished,medium,low
392,flat,sohna road,0.65,2,2,2,Relatively New,1153.0,,,0,0,unfurnished,medium,low
393,flat,sector 70,2.35,4,4,3+,Moderately Old,,,2400.0,0,1,semi_furnished,medium,medium
394,flat,sector 85,1.11,2,2,3,Relatively New,1640.0,1630.0,1620.0,0,0,unfurnished,high,medium
395,house,sector 25,4.25,3,2,3,Old Property,,1350.0,,1,0,unfurnished,low,low
396,flat,sector 65,2.25,3,3,3,Relatively New,1650.0,1600.0,1350.0,1,1,semi_furnished,low,low
397,flat,sector 83,0.78,2,2,2,Relatively New,1245.0,850.0,790.0,1,0,semi_furnished,high,low
398,flat,sector 84,1.15,2,2,3,Relatively New,1534.0,,1260.0,1,0,unfurnished,low,high
399,house,sector 72,3.1,5,5,3+,Relatively New,,3653.0,,0,0,unfurnished,low,high
400,flat,sector 91,2.0,4,4,3+,Moderately Old,2727.0,,,1,1,unfurnished,medium,high
401,flat,sector 70,1.64,3,5,3,Relatively New,1950.0,,1161.0,0,1,unfurnished,medium,low
402,flat,sector 9,0.94,3,3,2,Moderately Old,,,1550.0,0,0,semi_furnished,medium,medium
403,flat,sector 108,2.08,4,4,3+,Relatively New,,2631.0,2100.0,0,1,unfurnished,medium,low
404,house,sector 81,0.89,1,1,0,,,1095.0,,0,0,unfurnished,low,low
405,flat,sector 85,2.13,4,4,3,Relatively New,2812.0,2600.0,2200.0,0,0,unfurnished,low,low
406,flat,sector 92,0.65,3,2,3,Relatively New,1370.0,,,0,0,unfurnished,low,medium
407,flat,sector 63a,1.65,2,2,2,Under Construction,1081.0,,,0,0,unfurnished,low,low
408,house,sector 25,9.9,5,5,2,Moderately Old,,3375.0,,0,0,semi_furnished,medium,low
409,house,sector 25,10.0,5,6,3,Old Property,,2700.0,,0,1,semi_furnished,medium,low
410,flat,sector 102,2.05,3,4,3+,Relatively New,,,2025.0,0,1,unfurnished,medium,high
411,flat,sohna road,0.9,2,2,2,Relatively New,1275.0,,951.0,0,0,furnished,medium,high
412,flat,sector 86,0.6,3,2,2,New Property,,,750.0,0,0,unfurnished,low,low
413,flat,sector 108,3.95,3,4,2,Relatively New,2343.0,,1512.0,0,1,unfurnished,low,high
414,flat,sohna road,0.4,2,2,2,Relatively New,950.0,,597.53,0,0,unfurnished,medium,medium
415,flat,sector 86,0.9,3,3,2,New Property,,1690.0,,0,0,unfurnished,low,medium
416,flat,sector 71,0.37,1,1,2,Relatively New,500.0,425.0,366.48,0,0,semi_furnished,low,low
417,house,sector 24,6.5,4,4,2,Old Property,,2844.0,,0,0,unfurnished,low,low
418,flat,sector 92,1.25,4,4,3,Relatively New,2143.0,,,0,1,unfurnished,medium,high
419,house,sector 56,4.0,4,4,3+,Relatively New,,1503.0,,0,0,semi_furnished,low,low
420,flat,sector 109,1.5,3,3,3+,Relatively New,1750.0,1466.0,,0,0,unfurnished,high,medium
421,flat,sector 83,0.65,2,2,2,Relatively New,1050.0,950.0,850.0,0,0,semi_furnished,high,low
422,flat,sector 70a,1.65,2,2,3,New Property,1262.0,,,0,0,unfurnished,medium,high
423,flat,sector 37d,1.72,3,3,3+,Relatively New,2191.0,,,0,1,unfurnished,low,medium
424,flat,gwal pahari,1.28,3,3,3,Relatively New,,,1340.0,0,0,semi_furnished,low,low
425,flat,sector 85,2.1,3,4,3+,Relatively New,2408.0,,1685.0,0,1,unfurnished,high,medium
426,house,sector 2,2.68,4,3,2,Moderately Old,,1557.0,,0,0,semi_furnished,medium,low
427,flat,sector 110,4.1,5,5,2,Relatively New,3880.0,3500.0,3000.0,0,1,unfurnished,high,medium
428,flat,sector 85,2.1,4,4,3,Relatively New,2812.0,2600.0,2400.0,1,1,unfurnished,low,medium
429,flat,sector 12,0.65,3,3,1,New Property,,,1050.0,0,0,semi_furnished,low,low
430,house,sector 66,12.0,5,6,3+,Relatively New,,3150.0,,0,1,semi_furnished,high,low
431,flat,sector 85,2.3,4,4,3+,Relatively New,2812.0,,,0,1,unfurnished,low,medium
432,house,sector 11,2.2,4,3,2,Old Property,,1800.0,,1,0,unfurnished,low,low
433,flat,sector 109,1.4,3,3,3+,Relatively New,1750.0,,,0,0,unfurnished,medium,high
434,flat,sector 37,0.85,2,3,3,Relatively New,1578.0,,1310.0,1,0,unfurnished,low,medium
435,flat,sector 69,1.38,3,3,1,Relatively New,1538.0,,,0,0,unfurnished,medium,high
436,flat,sector 70a,1.2,2,2,3,Moderately Old,1420.0,,,0,0,unfurnished,low,medium
437,flat,sector 37d,1.02,3,2,3,Under Construction,1700.0,,,0,0,unfurnished,low,high
438,flat,sector 85,2.14,4,4,3,Relatively New,2812.0,2300.0,2000.0,1,1,unfurnished,low,medium
439,flat,sector 60,2.82,3,3,3,Relatively New,2403.0,2400.0,2200.0,0,1,semi_furnished,high,low
440,flat,sector 106,6.3,5,6,3+,Under Construction,4095.0,,3500.0,0,0,semi_furnished,medium,medium
441,flat,sector 67,4.5,4,4,3+,Relatively New,3154.0,,,0,1,semi_furnished,high,high
442,flat,sector 57,2.5,3,3,3,Moderately Old,2250.0,,,0,0,unfurnished,medium,medium
443,flat,sector 67,2.65,3,3,3,Relatively New,2047.0,1900.0,1700.0,0,0,semi_furnished,high,low
444,flat,sector 102,0.45,2,2,1,Relatively New,597.0,,535.4,0,0,furnished,medium,high
445,house,sohna road,0.49,2,2,1,New Property,,1150.0,,0,0,unfurnished,low,low
446,flat,sector 103,0.3,1,2,2,New Property,,,361.882318,0,0,unfurnished,low,medium
447,flat,sector 111,0.5,1,1,1,Relatively New,,,336.91007,0,0,furnished,medium,low
448,flat,sector 69,2.0,4,4,1,Relatively New,,,1967.0,0,0,unfurnished,medium,high
449,house,sector 91,3.6,4,4,3,New Property,,2430.0,,0,0,semi_furnished,low,low
450,flat,sector 28,4.3,3,4,3,Old Property,3462.01,,,0,1,unfurnished,low,medium
451,flat,sector 69,1.52,3,3,2,Relatively New,1578.0,,,0,0,semi_furnished,high,medium
452,flat,sector 71,1.12,3,4,3,Moderately Old,1802.0,,,0,1,unfurnished,medium,low
453,flat,sector 37d,1.5,3,3,3,Relatively New,1811.0,,1560.0,0,0,unfurnished,low,high
454,flat,sector 81,0.89,2,2,2,Under Construction,,,1075.0,0,0,unfurnished,low,low
455,house,sector 66,12.0,5,6,3+,New Property,,3150.0,,0,1,unfurnished,low,medium
456,flat,sector 28,2.3,3,3,3,Moderately Old,,1777.0,,0,1,unfurnished,medium,medium
457,house,sector 70a,5.4,4,5,3+,Relatively New,,2610.0,,1,1,semi_furnished,medium,low
458,flat,sector 50,2.5,3,3,3,Relatively New,2093.0,,,0,0,semi_furnished,medium,high
459,flat,sector 48,3.45,4,4,3+,,,,2700.0,0,0,unfurnished,low,low
460,flat,sector 53,6.44,4,4,3,Moderately Old,3390.0,,,0,1,semi_furnished,medium,medium
461,flat,sector 89,0.65,2,2,2,Under Construction,,,1251.0,0,0,unfurnished,low,high
462,flat,sector 71,1.32,4,4,3,Moderately Old,2193.0,,,0,1,unfurnished,medium,high
463,flat,sector 107,1.4,3,4,0,New Property,2361.0,,,0,0,unfurnished,medium,low
464,flat,sector 70,1.8,3,5,3,New Property,,,1950.0,0,0,unfurnished,medium,low
465,flat,sohna road,0.72,2,2,3,Relatively New,1210.0,,,0,0,unfurnished,high,low
466,flat,sector 79,1.5,3,4,3+,Relatively New,1815.0,,1071.33,0,1,semi_furnished,medium,high
467,flat,sector 33,1.35,3,2,2,New Property,,,1300.0,0,0,unfurnished,medium,low
468,flat,sector 85,1.83,3,4,3,Relatively New,2408.0,1925.0,1875.0,0,0,unfurnished,low,medium
469,flat,sector 107,0.29,2,2,2,Relatively New,,,489.0,0,0,unfurnished,low,low
470,flat,sector 104,0.65,3,2,2,New Property,,,763.0,0,0,unfurnished,medium,medium
471,house,sector 1,4.75,6,7,0,,,4500.0,,0,0,unfurnished,low,medium
472,flat,sector 36,4.1,3,4,3,New Property,,,2538.0,1,0,furnished,low,high
473,flat,sector 12,0.6,3,3,2,Relatively New,,,1060.0,0,0,unfurnished,low,low
474,flat,sector 90,0.7,2,2,3,New Property,1300.0,,,1,0,unfurnished,low,high
475,flat,sector 86,1.3,2,2,3,Relatively New,1480.0,,,1,0,unfurnished,low,medium
476,flat,sector 43,8.44,4,5,3,Moderately Old,5200.0,5000.0,4900.0,0,1,furnished,medium,medium
477,flat,sector 99,3.25,4,4,3+,New Property,3360.0,,,0,1,unfurnished,medium,low
478,flat,sector 99,0.32,2,2,2,New Property,524.0,,424.8,0,0,unfurnished,low,low
479,flat,sector 33,1.4,3,3,3,Under Construction,650.0,,,0,0,unfurnished,medium,low
480,house,sector 55,4.6,3,3,3+,Old Property,,2160.0,,0,1,semi_furnished,low,low
481,flat,sector 33,2.5,3,3,2,,,,1884.0,0,0,unfurnished,medium,low
482,flat,sohna road,0.25,2,2,0,Relatively New,,481.0,,0,0,unfurnished,low,low
483,flat,sector 104,1.3,3,2,3+,Relatively New,1440.0,,,1,0,semi_furnished,low,high
484,flat,sector 67,2.85,4,4,3+,Moderately Old,2350.0,,,0,1,semi_furnished,medium,medium
485,house,sector 14,3.5,6,4,2,Old Property,,214.0,180.0,0,0,semi_furnished,low,low
486,flat,sector 56,1.85,3,4,3,Old Property,,,2050.0,0,1,unfurnished,medium,medium
487,flat,sector 89,1.1,3,1,0,,,1103.0,,0,0,unfurnished,low,low
488,flat,sector 92,1.1,4,4,3,Relatively New,,,2057.0,0,1,unfurnished,medium,medium
489,flat,sector 81,0.6,2,2,1,Under Construction,900.0,,,0,0,unfurnished,low,low
490,flat,sector 108,0.9,2,3,3,Relatively New,1283.0,978.23,734.43,0,1,unfurnished,medium,low
491,flat,sector 109,2.2,3,3,2,Moderately Old,,,2318.0,0,1,semi_furnished,medium,medium
492,flat,sector 2,1.4,3,3,3+,Old Property,1780.0,,,0,0,furnished,medium,medium
493,flat,sector 37,1.35,3,3,0,New Property,,1820.0,,0,0,unfurnished,medium,low
494,flat,sector 107,0.36,2,2,1,Relatively New,602.0,598.0,546.0,0,0,unfurnished,low,medium
495,house,sector 22,4.7,6,6,3+,Old Property,,170.0,160.0,0,0,semi_furnished,medium,low
496,flat,sector 103,2.2,4,6,3+,Relatively New,2875.0,,,0,1,semi_furnished,medium,medium
497,house,sector 4,0.65,4,2,2,Moderately Old,,585.0,,0,0,unfurnished,low,
498,flat,sector 33,1.2,2,2,3,New Property,,,77.53,0,0,unfurnished,medium,low
499,house,sector 109,6.2,5,5,2,Relatively New,,2430.0,,0,1,unfurnished,medium,low
500,house,sector 24,1.6,8,5,3+,Old Property,,540.0,500.0,0,0,unfurnished,low,medium
501,flat,sohna road,0.35,2,2,2,Relatively New,,,625.0,0,0,unfurnished,medium,high
502,house,sector 66,18.0,5,6,3+,Relatively New,,4500.0,,1,1,furnished,high,low
503,flat,sector 90,1.25,3,3,2,Relatively New,1744.0,,,0,0,unfurnished,low,high
504,flat,sector 14,2.2,3,4,3+,,,,1760.0,0,0,unfurnished,low,low
505,flat,sector 84,1.05,3,3,3,Relatively New,1750.0,1610.0,1550.0,0,0,unfurnished,medium,medium
506,house,sector 5,0.96,2,4,2,Moderately Old,,945.0,,0,0,semi_furnished,low,low
507,flat,sector 99,0.5,2,1,2,New Property,,,587.0,0,0,unfurnished,low,medium
508,flat,sector 89,0.86,2,3,3,Under Construction,1103.0,,,0,0,unfurnished,low,medium
509,flat,sector 37,1.27,3,3,3,Relatively New,1763.0,,,0,0,unfurnished,low,low
510,flat,sector 113,2.57,4,5,3+,Under Construction,,2060.0,1650.0,1,0,semi_furnished,medium,high
511,flat,sector 81,2.35,3,4,3+,Relatively New,2660.0,,2356.0,0,1,semi_furnished,medium,medium
512,flat,sector 83,1.3,3,3,3,Relatively New,1720.0,,1095.3,0,1,semi_furnished,high,high
513,flat,sector 82,0.89,2,2,2,Relatively New,1428.08,,1000.0,1,0,semi_furnished,medium,high
514,flat,sector 102,1.85,3,3,3+,Relatively New,,,2025.0,0,1,semi_furnished,medium,low
515,flat,sector 112,3.75,3,5,3+,Relatively New,2802.0,,,0,1,semi_furnished,low,high
516,house,sector 45,4.49,3,9,3+,Moderately Old,,1836.0,,0,0,semi_furnished,medium,low
517,flat,sector 74,1.57,2,2,3+,Relatively New,1424.0,1300.0,1100.0,0,0,unfurnished,medium,medium
518,flat,sector 3,1.3,2,2,2,Under Construction,,,1444.0,0,0,unfurnished,low,medium
519,house,sector 46,4.5,6,6,3+,Moderately Old,,206.0,205.0,0,0,semi_furnished,medium,low
520,flat,sector 69,1.68,4,4,2,Relatively New,2010.0,,,0,0,unfurnished,medium,medium
521,house,sector 24,10.0,8,10,3+,,,,435.0,0,0,unfurnished,low,low
522,flat,sector 70a,1.6,4,4,3,Relatively New,1848.0,1600.0,1400.0,1,0,unfurnished,low,low
523,flat,sector 47,2.15,3,4,3+,Moderately Old,2086.0,1950.0,1750.0,0,1,unfurnished,low,medium
524,flat,sohna road,0.78,2,2,2,Relatively New,1457.0,,,1,0,semi_furnished,medium,medium
525,flat,sector 109,1.6,3,3,3,Relatively New,1745.0,1550.0,,0,0,unfurnished,medium,medium
526,house,sector 66,19.0,5,6,3+,Relatively New,,,6000.0,0,1,semi_furnished,medium,low
527,flat,sector 92,0.68,3,3,2,Relatively New,,,1298.0,0,0,unfurnished,medium,high
528,flat,sector 82,0.78,2,2,2,Relatively New,1298.0,,,0,0,semi_furnished,medium,low
529,flat,sector 59,5.0,4,4,3+,Relatively New,,,3829.0,1,1,semi_furnished,high,high
530,flat,sector 7,0.48,3,2,1,New Property,,,800.0,0,0,unfurnished,low,low
531,flat,sector 84,1.15,2,2,3,Relatively New,1534.0,,1200.0,1,0,semi_furnished,low,medium
532,flat,sector 37d,1.1,3,3,3,Under Construction,,,1250.0,0,0,unfurnished,low,low
533,flat,sector 70,1.75,3,4,2,Relatively New,,1950.0,,0,1,unfurnished,low,high
534,flat,sector 50,1.4,3,3,2,Relatively New,1376.0,,,0,0,semi_furnished,medium,medium
535,flat,sector 69,1.72,4,4,1,Relatively New,1970.0,,,0,0,unfurnished,medium,high
536,house,sector 37d,1.16,1,1,0,,,1535.0,,0,0,unfurnished,low,low
537,flat,sector 65,2.8,4,4,3,Relatively New,1975.0,1800.0,1650.0,1,0,semi_furnished,medium,low
538,flat,sector 86,1.56,3,4,3+,Relatively New,1929.0,1580.0,1450.0,0,0,unfurnished,high,high
539,flat,manesar,0.73,3,3,3+,Moderately Old,2050.0,,1400.0,0,1,unfurnished,medium,low
540,house,sector 50,11.95,3,3,2,Moderately Old,,3240.0,,1,1,unfurnished,medium,low
541,house,sector 17,3.5,2,5,3,Old Property,,1440.0,,0,0,unfurnished,low,low
542,flat,sector 37d,1.71,3,3,3+,Relatively New,,2191.0,,1,0,unfurnished,low,medium
